UUID,Figure,Organ,Sample ID,Condition,Brain Region,Brain Hemisphere,Width (px),Height (px),Depth (px),XY Pixel Size (µm),Z Pixel Size (µm),File Path,File Name,File Size,Thumbnail
c4fb834b-c47e-4823-9c0c-073111b74763,Figure 4,Bladder,8,,,,300,300,101,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/c4fb834b-c47e-4823-9c0c-073111b74763.ome.zarr,c4fb834b-c47e-4823-9c0c-073111b74763.ome.zarr,11899093,https://lsfm.isas.de/files/vessel-express/thumbnails/c4fb834b-c47e-4823-9c0c-073111b74763.jpg
d8a1b2ed-4b2a-4ca7-b17b-54de52ee4b42,Figure 4,Bladder,9,,,,300,300,101,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/d8a1b2ed-4b2a-4ca7-b17b-54de52ee4b42.ome.zarr,d8a1b2ed-4b2a-4ca7-b17b-54de52ee4b42.ome.zarr,11918011,https://lsfm.isas.de/files/vessel-express/thumbnails/d8a1b2ed-4b2a-4ca7-b17b-54de52ee4b42.jpg
3f7ddc0a-6300-4f77-b82c-e6cdd3554bde,Figure 4,Bladder,10,,,,300,300,100,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/3f7ddc0a-6300-4f77-b82c-e6cdd3554bde.ome.zarr,3f7ddc0a-6300-4f77-b82c-e6cdd3554bde.ome.zarr,12182817,https://lsfm.isas.de/files/vessel-express/thumbnails/3f7ddc0a-6300-4f77-b82c-e6cdd3554bde.jpg
36bd5d8a-8651-4d7f-9b90-ebe6750d1fac,Figure 4,Brain,71,,,,500,500,501,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/36bd5d8a-8651-4d7f-9b90-ebe6750d1fac.ome.zarr,36bd5d8a-8651-4d7f-9b90-ebe6750d1fac.ome.zarr,259913132,https://lsfm.isas.de/files/vessel-express/thumbnails/36bd5d8a-8651-4d7f-9b90-ebe6750d1fac.jpg
4cad5cbd-919b-4851-b51e-aab25e9e36d8,Figure 4,Brain,72,,,,500,500,501,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/4cad5cbd-919b-4851-b51e-aab25e9e36d8.ome.zarr,4cad5cbd-919b-4851-b51e-aab25e9e36d8.ome.zarr,197292284,https://lsfm.isas.de/files/vessel-express/thumbnails/4cad5cbd-919b-4851-b51e-aab25e9e36d8.jpg
308afde6-59ab-4469-b010-3ed028a771b2,Figure 4,Brain,73,,,,500,500,501,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/308afde6-59ab-4469-b010-3ed028a771b2.ome.zarr,308afde6-59ab-4469-b010-3ed028a771b2.ome.zarr,186482565,https://lsfm.isas.de/files/vessel-express/thumbnails/308afde6-59ab-4469-b010-3ed028a771b2.jpg
a6e06ea2-849a-4dba-978e-159e9054259f,Figure 4,Brain,74,,,,500,500,501,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/a6e06ea2-849a-4dba-978e-159e9054259f.ome.zarr,a6e06ea2-849a-4dba-978e-159e9054259f.ome.zarr,263026797,https://lsfm.isas.de/files/vessel-express/thumbnails/a6e06ea2-849a-4dba-978e-159e9054259f.jpg
d2dcac30-43bf-4680-876c-fedb10fbad1f,Figure 4,Brain,75,,,,500,500,501,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/d2dcac30-43bf-4680-876c-fedb10fbad1f.ome.zarr,d2dcac30-43bf-4680-876c-fedb10fbad1f.ome.zarr,260099170,https://lsfm.isas.de/files/vessel-express/thumbnails/d2dcac30-43bf-4680-876c-fedb10fbad1f.jpg
b12ea5ef-71d0-4eb5-833c-95c9528d7178,Figure 4,Brain,76,,,,500,500,501,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/b12ea5ef-71d0-4eb5-833c-95c9528d7178.ome.zarr,b12ea5ef-71d0-4eb5-833c-95c9528d7178.ome.zarr,249385925,https://lsfm.isas.de/files/vessel-express/thumbnails/b12ea5ef-71d0-4eb5-833c-95c9528d7178.jpg
057d61d9-63e9-4da4-8607-1895b1b1358b,Figure 4,Ear,1,,,,250,250,50,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/057d61d9-63e9-4da4-8607-1895b1b1358b.ome.zarr,057d61d9-63e9-4da4-8607-1895b1b1358b.ome.zarr,6069658,https://lsfm.isas.de/files/vessel-express/thumbnails/057d61d9-63e9-4da4-8607-1895b1b1358b.jpg
afcadcd9-1698-4ec8-a5eb-f5b868f62793,Figure 4,Ear,2,,,,250,250,50,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/afcadcd9-1698-4ec8-a5eb-f5b868f62793.ome.zarr,afcadcd9-1698-4ec8-a5eb-f5b868f62793.ome.zarr,5749885,https://lsfm.isas.de/files/vessel-express/thumbnails/afcadcd9-1698-4ec8-a5eb-f5b868f62793.jpg
aca428c0-0ef7-4e2f-b5ef-1b25692b934b,Figure 4,Ear,3,,,,250,250,50,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/aca428c0-0ef7-4e2f-b5ef-1b25692b934b.ome.zarr,aca428c0-0ef7-4e2f-b5ef-1b25692b934b.ome.zarr,5721319,https://lsfm.isas.de/files/vessel-express/thumbnails/aca428c0-0ef7-4e2f-b5ef-1b25692b934b.jpg
bd951fd8-20bd-4235-9758-cf25d4c64acb,Figure 4,Ear,4,,,,250,250,50,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/bd951fd8-20bd-4235-9758-cf25d4c64acb.ome.zarr,bd951fd8-20bd-4235-9758-cf25d4c64acb.ome.zarr,5539567,https://lsfm.isas.de/files/vessel-express/thumbnails/bd951fd8-20bd-4235-9758-cf25d4c64acb.jpg
b4b5f0c1-64fe-4e1a-b693-60a7e24cf0a4,Figure 4,Ear,5,,,,250,250,50,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/b4b5f0c1-64fe-4e1a-b693-60a7e24cf0a4.ome.zarr,b4b5f0c1-64fe-4e1a-b693-60a7e24cf0a4.ome.zarr,5773676,https://lsfm.isas.de/files/vessel-express/thumbnails/b4b5f0c1-64fe-4e1a-b693-60a7e24cf0a4.jpg
f3910f08-b4f4-4d04-abcf-66345fbb809c,Figure 4,Ear,6,,,,250,250,50,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/f3910f08-b4f4-4d04-abcf-66345fbb809c.ome.zarr,f3910f08-b4f4-4d04-abcf-66345fbb809c.ome.zarr,5121363,https://lsfm.isas.de/files/vessel-express/thumbnails/f3910f08-b4f4-4d04-abcf-66345fbb809c.jpg
aa8226d3-708e-4ccc-90e4-6d830783e035,Figure 4,Ear,7,,,,250,250,50,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/aa8226d3-708e-4ccc-90e4-6d830783e035.ome.zarr,aa8226d3-708e-4ccc-90e4-6d830783e035.ome.zarr,5429222,https://lsfm.isas.de/files/vessel-express/thumbnails/aa8226d3-708e-4ccc-90e4-6d830783e035.jpg
bba6f677-0d0c-455f-b541-1f3111fc8a28,Figure 4,Ear,8,,,,250,250,50,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/bba6f677-0d0c-455f-b541-1f3111fc8a28.ome.zarr,bba6f677-0d0c-455f-b541-1f3111fc8a28.ome.zarr,6252351,https://lsfm.isas.de/files/vessel-express/thumbnails/bba6f677-0d0c-455f-b541-1f3111fc8a28.jpg
cc8af27d-9514-4889-935e-f9c4351eb620,Figure 4,Heart,1,,,,250,250,222,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/cc8af27d-9514-4889-935e-f9c4351eb620.ome.zarr,cc8af27d-9514-4889-935e-f9c4351eb620.ome.zarr,35704198,https://lsfm.isas.de/files/vessel-express/thumbnails/cc8af27d-9514-4889-935e-f9c4351eb620.jpg
09302936-ca12-4bb5-83a2-a5b9289e9e19,Figure 4,Heart,2,,,,250,250,222,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/09302936-ca12-4bb5-83a2-a5b9289e9e19.ome.zarr,09302936-ca12-4bb5-83a2-a5b9289e9e19.ome.zarr,34999940,https://lsfm.isas.de/files/vessel-express/thumbnails/09302936-ca12-4bb5-83a2-a5b9289e9e19.jpg
ac138994-3a42-453e-98f4-7f21329591f8,Figure 4,Heart,3,,,,250,250,222,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/ac138994-3a42-453e-98f4-7f21329591f8.ome.zarr,ac138994-3a42-453e-98f4-7f21329591f8.ome.zarr,34117231,https://lsfm.isas.de/files/vessel-express/thumbnails/ac138994-3a42-453e-98f4-7f21329591f8.jpg
498f6675-a1c3-4628-8a0c-1fae6324e095,Figure 4,Liver,1,,,,300,300,51,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/498f6675-a1c3-4628-8a0c-1fae6324e095.ome.zarr,498f6675-a1c3-4628-8a0c-1fae6324e095.ome.zarr,10478383,https://lsfm.isas.de/files/vessel-express/thumbnails/498f6675-a1c3-4628-8a0c-1fae6324e095.jpg
73f7fe84-54f6-4b3c-9c6b-8ad0e3987bf3,Figure 4,Liver,2,,,,300,300,51,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/73f7fe84-54f6-4b3c-9c6b-8ad0e3987bf3.ome.zarr,73f7fe84-54f6-4b3c-9c6b-8ad0e3987bf3.ome.zarr,11188342,https://lsfm.isas.de/files/vessel-express/thumbnails/73f7fe84-54f6-4b3c-9c6b-8ad0e3987bf3.jpg
8fc29891-bd66-4aab-8c9e-338988a77bf1,Figure 4,Liver,3,,,,300,300,51,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/8fc29891-bd66-4aab-8c9e-338988a77bf1.ome.zarr,8fc29891-bd66-4aab-8c9e-338988a77bf1.ome.zarr,11645794,https://lsfm.isas.de/files/vessel-express/thumbnails/8fc29891-bd66-4aab-8c9e-338988a77bf1.jpg
893529a4-bc77-40e5-b354-57cce24df424,Figure 4,Liver,4,,,,300,300,51,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/893529a4-bc77-40e5-b354-57cce24df424.ome.zarr,893529a4-bc77-40e5-b354-57cce24df424.ome.zarr,10352832,https://lsfm.isas.de/files/vessel-express/thumbnails/893529a4-bc77-40e5-b354-57cce24df424.jpg
0aa6f4e9-8efe-4e93-8709-6272ee2f4706,Figure 4,Liver,5,,,,300,300,51,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/0aa6f4e9-8efe-4e93-8709-6272ee2f4706.ome.zarr,0aa6f4e9-8efe-4e93-8709-6272ee2f4706.ome.zarr,11059907,https://lsfm.isas.de/files/vessel-express/thumbnails/0aa6f4e9-8efe-4e93-8709-6272ee2f4706.jpg
2dcf9026-1a2c-4dcf-8b90-41ccf266048f,Figure 4,Muscle,1,,,,500,500,150,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/2dcf9026-1a2c-4dcf-8b90-41ccf266048f.ome.zarr,2dcf9026-1a2c-4dcf-8b90-41ccf266048f.ome.zarr,61851580,https://lsfm.isas.de/files/vessel-express/thumbnails/2dcf9026-1a2c-4dcf-8b90-41ccf266048f.jpg
2e2b06f7-dc48-4612-a91b-ecf6233a1dff,Figure 4,Muscle,2,,,,500,500,150,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/2e2b06f7-dc48-4612-a91b-ecf6233a1dff.ome.zarr,2e2b06f7-dc48-4612-a91b-ecf6233a1dff.ome.zarr,59047030,https://lsfm.isas.de/files/vessel-express/thumbnails/2e2b06f7-dc48-4612-a91b-ecf6233a1dff.jpg
8e86d2a4-ad95-46ba-85c7-cb267e45ee46,Figure 4,Muscle,3,,,,500,500,150,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/8e86d2a4-ad95-46ba-85c7-cb267e45ee46.ome.zarr,8e86d2a4-ad95-46ba-85c7-cb267e45ee46.ome.zarr,55393948,https://lsfm.isas.de/files/vessel-express/thumbnails/8e86d2a4-ad95-46ba-85c7-cb267e45ee46.jpg
373e4c45-991f-41f7-8698-744cf74a4f44,Figure 4,Muscle,4,,,,500,500,150,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/373e4c45-991f-41f7-8698-744cf74a4f44.ome.zarr,373e4c45-991f-41f7-8698-744cf74a4f44.ome.zarr,62798309,https://lsfm.isas.de/files/vessel-express/thumbnails/373e4c45-991f-41f7-8698-744cf74a4f44.jpg
57a1ed01-9577-4dc2-8ae6-62c5b9380853,Figure 4,Muscle,5,,,,500,500,150,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/57a1ed01-9577-4dc2-8ae6-62c5b9380853.ome.zarr,57a1ed01-9577-4dc2-8ae6-62c5b9380853.ome.zarr,61533455,https://lsfm.isas.de/files/vessel-express/thumbnails/57a1ed01-9577-4dc2-8ae6-62c5b9380853.jpg
59ea91fa-668c-487c-b570-fa6df5bc6b2b,Figure 4,Muscle,6,,,,500,500,150,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/59ea91fa-668c-487c-b570-fa6df5bc6b2b.ome.zarr,59ea91fa-668c-487c-b570-fa6df5bc6b2b.ome.zarr,64745958,https://lsfm.isas.de/files/vessel-express/thumbnails/59ea91fa-668c-487c-b570-fa6df5bc6b2b.jpg
0d4023b7-e19a-4273-ac2a-1b63c42de5af,Figure 4,Spinalcord,1,,,,500,500,200,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/0d4023b7-e19a-4273-ac2a-1b63c42de5af.ome.zarr,0d4023b7-e19a-4273-ac2a-1b63c42de5af.ome.zarr,65550081,https://lsfm.isas.de/files/vessel-express/thumbnails/0d4023b7-e19a-4273-ac2a-1b63c42de5af.jpg
0898ca07-9695-4041-9bde-f6838f65abb7,Figure 4,Spinalcord,2,,,,500,500,200,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/0898ca07-9695-4041-9bde-f6838f65abb7.ome.zarr,0898ca07-9695-4041-9bde-f6838f65abb7.ome.zarr,55561201,https://lsfm.isas.de/files/vessel-express/thumbnails/0898ca07-9695-4041-9bde-f6838f65abb7.jpg
edb90877-657a-4f66-9aeb-d4a67347b69f,Figure 4,Spinalcord,3,,,,500,500,200,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/edb90877-657a-4f66-9aeb-d4a67347b69f.ome.zarr,edb90877-657a-4f66-9aeb-d4a67347b69f.ome.zarr,70973713,https://lsfm.isas.de/files/vessel-express/thumbnails/edb90877-657a-4f66-9aeb-d4a67347b69f.jpg
ddbfcd37-883c-4422-a18f-c14cff7c8279,Figure 4,Spinalcord,4,,,,500,500,201,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/ddbfcd37-883c-4422-a18f-c14cff7c8279.ome.zarr,ddbfcd37-883c-4422-a18f-c14cff7c8279.ome.zarr,68788963,https://lsfm.isas.de/files/vessel-express/thumbnails/ddbfcd37-883c-4422-a18f-c14cff7c8279.jpg
1c0af72a-5f55-4ade-9b71-8be00b984a30,Figure 4,Spinalcord,5,,,,500,500,201,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/1c0af72a-5f55-4ade-9b71-8be00b984a30.ome.zarr,1c0af72a-5f55-4ade-9b71-8be00b984a30.ome.zarr,67463112,https://lsfm.isas.de/files/vessel-express/thumbnails/1c0af72a-5f55-4ade-9b71-8be00b984a30.jpg
794526a3-e762-4c4c-994a-d16b7e0e8aa7,Figure 4,Spinalcord,6,,,,500,500,200,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/794526a3-e762-4c4c-994a-d16b7e0e8aa7.ome.zarr,794526a3-e762-4c4c-994a-d16b7e0e8aa7.ome.zarr,65869631,https://lsfm.isas.de/files/vessel-express/thumbnails/794526a3-e762-4c4c-994a-d16b7e0e8aa7.jpg
5c7e170b-36ee-429c-8719-2605fe0a559b,Figure 4,Tongue,1,,,,300,300,100,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/5c7e170b-36ee-429c-8719-2605fe0a559b.ome.zarr,5c7e170b-36ee-429c-8719-2605fe0a559b.ome.zarr,17086837,https://lsfm.isas.de/files/vessel-express/thumbnails/5c7e170b-36ee-429c-8719-2605fe0a559b.jpg
f2483a2f-6ebb-41fd-bca1-66b6950e8fc2,Figure 4,Tongue,2,,,,300,300,100,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/f2483a2f-6ebb-41fd-bca1-66b6950e8fc2.ome.zarr,f2483a2f-6ebb-41fd-bca1-66b6950e8fc2.ome.zarr,17086837,https://lsfm.isas.de/files/vessel-express/thumbnails/f2483a2f-6ebb-41fd-bca1-66b6950e8fc2.jpg
72826ed5-d1ba-428f-976a-db371d2e29f9,Figure 4,Tongue,3,,,,300,300,100,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/72826ed5-d1ba-428f-976a-db371d2e29f9.ome.zarr,72826ed5-d1ba-428f-976a-db371d2e29f9.ome.zarr,17371141,https://lsfm.isas.de/files/vessel-express/thumbnails/72826ed5-d1ba-428f-976a-db371d2e29f9.jpg
13f8741f-05f8-4d1a-a28c-2ff9027e0eec,Figure 4,Tongue,4,,,,300,300,100,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/13f8741f-05f8-4d1a-a28c-2ff9027e0eec.ome.zarr,13f8741f-05f8-4d1a-a28c-2ff9027e0eec.ome.zarr,17495916,https://lsfm.isas.de/files/vessel-express/thumbnails/13f8741f-05f8-4d1a-a28c-2ff9027e0eec.jpg
fec1df26-84d5-4fef-9dff-823cdad8fd29,Figure 4,Tongue,5,,,,300,300,100,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/fec1df26-84d5-4fef-9dff-823cdad8fd29.ome.zarr,fec1df26-84d5-4fef-9dff-823cdad8fd29.ome.zarr,17458875,https://lsfm.isas.de/files/vessel-express/thumbnails/fec1df26-84d5-4fef-9dff-823cdad8fd29.jpg
40e43a56-e69a-4046-a27f-3ed40f82f7ce,Figure 4,Tongue,6,,,,300,300,100,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/40e43a56-e69a-4046-a27f-3ed40f82f7ce.ome.zarr,40e43a56-e69a-4046-a27f-3ed40f82f7ce.ome.zarr,14764530,https://lsfm.isas.de/files/vessel-express/thumbnails/40e43a56-e69a-4046-a27f-3ed40f82f7ce.jpg
88b067e1-1c5d-4e93-aa71-8b84ae024a23,Figure 4,Tongue,7,,,,300,300,100,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/88b067e1-1c5d-4e93-aa71-8b84ae024a23.ome.zarr,88b067e1-1c5d-4e93-aa71-8b84ae024a23.ome.zarr,14587926,https://lsfm.isas.de/files/vessel-express/thumbnails/88b067e1-1c5d-4e93-aa71-8b84ae024a23.jpg
cf3c92c6-e12e-44fd-acb5-b1232dbe8058,Figure 4,Tongue,8,,,,300,300,100,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/cf3c92c6-e12e-44fd-acb5-b1232dbe8058.ome.zarr,cf3c92c6-e12e-44fd-acb5-b1232dbe8058.ome.zarr,14733671,https://lsfm.isas.de/files/vessel-express/thumbnails/cf3c92c6-e12e-44fd-acb5-b1232dbe8058.jpg
92301e84-ec4f-4c60-8823-4e771741f90e,Figure 4,Tongue,9,,,,300,300,100,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/92301e84-ec4f-4c60-8823-4e771741f90e.ome.zarr,92301e84-ec4f-4c60-8823-4e771741f90e.ome.zarr,14914848,https://lsfm.isas.de/files/vessel-express/thumbnails/92301e84-ec4f-4c60-8823-4e771741f90e.jpg
60bb3708-3fc2-4195-a9bd-e214154a97a9,Figure 4,Tongue,10,,,,300,300,100,0.975,2.0,https://lsfm.isas.de/files/vessel-express/images/60bb3708-3fc2-4195-a9bd-e214154a97a9.ome.zarr,60bb3708-3fc2-4195-a9bd-e214154a97a9.ome.zarr,14807917,https://lsfm.isas.de/files/vessel-express/thumbnails/60bb3708-3fc2-4195-a9bd-e214154a97a9.jpg
